"TABLE_NAME";"COLUMN_NAME";"DATA_TYPE";"DATA_LENGTH"
"ORDENES_TRILATERAL";"ORT_ORDSAL";"NUMBER";"22"
"ORDENES_TRILATERAL";"ORT_ORDRPP";"NUMBER";"22"
"ORDENES_TRILATERAL";"ORT_ORDRPA";"NUMBER";"22"
"ORDENES_TRILATERAL";"ORT_ORDRPM";"NUMBER";"22"
"ORDENES_TRILATERAL";"ORT_ORDREU";"NUMBER";"22"
"AUXDEF_ARTICULOS";"ADA_TOLDRI";"NUMBER";"22"
"AUXDEF_ARTICULOS";"ADA_TEMALM";"VARCHAR2";"2"
"AUXDEF_ARTICULOS";"ADA_SECPRE";"VARCHAR2";"2"
"AUX_ENPASOC";"AUX_MATRIC";"VARCHAR2";"12"
"AUX_ENPASOC";"AUX_DNI";"VARCHAR2";"10"
"AUX_ENPASOC";"AUX_NOMBRE";"VARCHAR2";"40"
"AUX_ENPASOC";"AUX_APARCA";"NUMBER";"22"
"AUX_ENPASOC";"AUX_MUELLE";"NUMBER";"22"
"AUX_ENPASOC";"AUX_INSTAL";"VARCHAR2";"2"
"AUX_ENPASOC";"AUX_ALMACE";"VARCHAR2";"3"
"AUX_ENPASOC";"AUX_PEDIDO";"VARCHAR2";"8"
"AUX_ENPASOC";"AUX_ALBARA";"VARCHAR2";"17"
"AUX_ENPCONFIR";"AUX_MATRIC";"VARCHAR2";"12"
"AUX_ENPCONFIR";"AUX_DNI";"VARCHAR2";"10"
"AUX_ENPCONFIR";"AUX_NOMBRE";"VARCHAR2";"40"
"AUX_ENPCONFIR";"AUX_RECEP";"NUMBER";"22"
"AUX_ENPCONFIR";"AUX_VERIFI";"NUMBER";"22"
"AUX_ENPCONFIR";"AUX_MUELLE";"NUMBER";"22"
"AUX_ENPCONFIR";"AUX_ALMACE";"VARCHAR2";"3"
"AUX_ENPCONFIR";"AUX_INSTAL";"VARCHAR2";"2"
"AUX_ENPCONFIR";"AUX_FECINI";"DATE";"7"
"AUX_ENPCONFIR";"AUX_FECFIN";"DATE";"7"
"AUX_ENPCONFIR";"AUX_PEDIDO";"VARCHAR2";"8"
"AUX_ENPCONFIR";"AUX_ALBARA";"VARCHAR2";"17"
"AUX_ENPCONFIR";"AUX_LINPED";"NUMBER";"22"
"AUX_ENPCONFIR";"AUX_CANTID";"NUMBER";"22"
"AUX_ENPCONFIR";"AUX_CANTPE";"NUMBER";"22"
"AUX_ENPCONFIR";"AUX_INDCON";"VARCHAR2";"1"
"AUX_ENPCONFIR";"AUX_UNICAJ";"NUMBER";"22"
"AUX_ENPCONFIR";"AUX_UNIRET";"NUMBER";"22"
"AUX_ENPCONFIR";"AUX_CAJPAL";"NUMBER";"22"
"AUX_ENPCONFIR";"AUX_ALTCAJ";"NUMBER";"22"
"AUX_ENPCONFIR";"AUX_ANCCAJ";"NUMBER";"22"
"AUX_ENPCONFIR";"AUX_LARCAJ";"NUMBER";"22"
"AUX_ENPCONFIR";"AUX_PESCAJ";"NUMBER";"22"
"AUX_ENPCONFIR";"AUX_CBARAR";"NUMBER";"22"
"AUX_ENPCONFIR";"AUX_CBARCA";"NUMBER";"22"
"AUX_ENPCONFIR";"AUX_FECENT";"DATE";"7"
"AUX_ENPCONFIR";"AUX_FECCAD";"DATE";"7"
"AUX_ENPCONFIR";"AUX_FECFAB";"DATE";"7"
"AUX_ENPCONFIR";"AUX_FECUTI";"DATE";"7"
"AUX_ENPCONFIR";"AUX_LOTFAB";"VARCHAR2";"15"
"AUX_ENPCONFIR";"AUX_SECFOR";"VARCHAR2";"2"
"AUX_ENPCONFIR";"AUX_AREFOR";"VARCHAR2";"2"
"AUX_ENPCONFIR";"AUX_PASIFOR";"VARCHAR2";"3"
"AUX_ENPCONFIR";"AUX_INDDRV";"VARCHAR2";"1"
"AUX_ENPCONFIR";"AUX_CONPES";"VARCHAR2";"1"
"AUX_ENPCONFIR";"AUX_SECPRO";"VARCHAR2";"2"
"AUX_ENPCONFIR";"AUX_AREPRO";"VARCHAR2";"2"
"AUX_ENPCONFIR";"AUX_PROPEB";"NUMBER";"22"
"AUX_ENPCONFIR";"AUX_ARTEMB";"VARCHAR2";"7"
"AUX_ENPCONFIR";"AUX_VAR1EB";"VARCHAR2";"3"
"AUX_ENPCONFIR";"AUX_VAR2EB";"VARCHAR2";"2"
"AUX_ENPCONFIR";"AUX_VLOGEB";"NUMBER";"22"
"AUX_ENPCONFIR";"AUX_CANEMB";"NUMBER";"22"
"AUX_ENPCONFIR";"AUX_PROPEV";"NUMBER";"22"
"AUX_ENPCONFIR";"AUX_ARTEMV";"VARCHAR2";"7"
"AUX_ENPCONFIR";"AUX_VAR1EV";"VARCHAR2";"3"
"AUX_ENPCONFIR";"AUX_VAR2EV";"VARCHAR2";"2"
"AUX_ENPCONFIR";"AUX_VLOGEV";"NUMBER";"22"
"AUX_ENPCONFIR";"AUX_CANEMV";"NUMBER";"22"
"AUX_ENPCONFIR";"AUX_PROPIP";"NUMBER";"22"
"AUX_ENPCONFIR";"AUX_TIPPAL";"VARCHAR2";"2"
"AUX_ENPCONFIR";"AUX_CANPAL";"NUMBER";"22"
"AUX_ENPCONFIR";"AUX_CIERRE";"VARCHAR2";"1"
"AUX_ENPCONFIR";"AUX_INDTRG";"VARCHAR2";"1"
"AUX_ENPCONFIR";"AUX_TIPENT";"VARCHAR2";"1"
"AUX_ENPCONFIR";"AUX_CODPAL";"NUMBER";"22"
"AUX_ENPCONFIR";"AUX_INCFEC";"VARCHAR2";"1"
"AUX_ENPCONFIR";"AUX_INCFOR";"VARCHAR2";"1"
"AUX_ENPCONFIR";"AUX_SESSION";"VARCHAR2";"20"
"AUX_ENPCONFIR";"AUX_LOTSEC";"VARCHAR2";"15"
"AUX_ENPRECEP";"AUX_MATRIC";"VARCHAR2";"12"
"AUX_ENPRECEP";"AUX_RECEP";"NUMBER";"22"
"AUX_ENPRECEP";"AUX_VERIFI";"NUMBER";"22"
"AUX_ENPRECEP";"AUX_DNI";"VARCHAR2";"10"
"AUX_ENPRECEP";"AUX_NOMBRE";"VARCHAR2";"40"
"AUX_ENPRECEP";"AUX_MUELLE";"NUMBER";"22"
"AUX_ENPRECEP";"AUX_ALMACE";"VARCHAR2";"3"
"AUX_ENPRECEP";"AUX_INSTAL";"VARCHAR2";"2"
"AUX_ENPRECEP";"AUX_FECINI";"DATE";"7"
"AUX_ENPRECEP";"AUX_FECFIN";"DATE";"7"
"AUX_ENPRECEP";"AUX_PEDIDO";"VARCHAR2";"8"
"AUX_ENPRECEP";"AUX_ALBARA";"VARCHAR2";"17"
"AUX_ENPRECEP";"AUX_LINPED";"NUMBER";"22"
"AUX_ENPRECEP";"AUX_CANTID";"NUMBER";"22"
"AUX_ENPRECEP";"AUX_SESSION";"VARCHAR2";"20"
"AUX_ETIQ_SGL";"AES_INDICE";"NUMBER";"22"
"AUX_ETIQ_SGL";"AES_STOCPA";"NUMBER";"22"
"AUX_ETIQ_SGL";"AES_UNICAJ";"NUMBER";"22"
"AUX_ETIQ_SGL";"AES_SITLOG";"VARCHAR2";"2"
"AUX_ETIQ_SGL";"AES_FECFAB";"DATE";"7"
"AUX_ETIQ_SGL";"AES_FECCAD";"DATE";"7"
"AUX_ETIQ_SGL";"AES_CDUN14";"NUMBER";"22"
"AUX_ETIQ_SGL";"AES_LOTEFA";"VARCHAR2";"15"
"AUX_ETIQ_SGL";"AES_CODART";"VARCHAR2";"7"
"AUX_ETIQ_SGL";"AES_VARIA1";"VARCHAR2";"3"
"AUX_ETIQ_SGL";"AES_VARIA2";"VARCHAR2";"2"
"AUX_ETIQ_SGL";"AES_VARLOG";"NUMBER";"22"
"AUX_ETIQ_SGL";"AES_CODALM";"VARCHAR2";"3"
"AUX_ETIQ_SGL";"AES_COMPLE";"VARCHAR2";"1"
"AUX_ETIQ_SGL";"AES_MARCA";"VARCHAR2";"40"
"AUX_ETIQ_SGL";"AES_FORVEN";"VARCHAR2";"1"
"AUX_ETIQ_SGL";"AES_PESCAJ";"NUMBER";"22"
"AUX_ETIQ_SGL";"AES_ORDPAL";"NUMBER";"22"
"AUX_ETIQUETA";"AUX_PALETA";"NUMBER";"22"
"AUX_ETIQUETA";"AUX_COPIAS";"NUMBER";"22"
"AUX_ETIQUETA";"AUX_IMPRES";"VARCHAR2";"30"
"AUX_ETIQUETA";"AUX_TIPETI";"VARCHAR2";"2"
"AUX_ETIQUETA";"AUX_LINFAB";"VARCHAR2";"1"
"AUX_ETIQUETA";"AUX_INDICE";"NUMBER";"22"
"AUX_ETIQUETA";"AUX_SISTEM";"VARCHAR2";"3"
"AUX_ETIQUETA";"AUX_PEDIDO";"VARCHAR2";"8"
"AUX_ETIQUETA";"AUX_DIVPED";"VARCHAR2";"1"
"AUX_ETIQUETA";"AUX_OPERAR";"NUMBER";"22"
"AUX_ETIQUETA";"AUX_NUMPAL";"NUMBER";"22"
"AUX_ETIQUETA_ESTI";"AUX_PALETA";"NUMBER";"22"
"AUX_ETIQUETA_ESTI";"AUX_COPIAS";"NUMBER";"22"
"AUX_ETIQUETA_ESTI";"AUX_IMPRES";"VARCHAR2";"30"
"AUX_ETIQUETA_ESTI";"AUX_TIPETI";"VARCHAR2";"2"
"AUX_ETIQUETA_ESTI";"AUX_LINFAB";"VARCHAR2";"1"
"AUX_ETIQUETA_ESTI";"AUX_INDICE";"NUMBER";"22"
"AUX_ETIQUETA_ESTI";"AUX_SISTEM";"VARCHAR2";"3"
"AUX_ETIQUETA_ESTI";"AUX_FECINS";"DATE";"7"
"AUX_ETIQUETA_ESTI";"AUX_FECBOR";"DATE";"7"
"AUX_ETIQUETA_ESTI";"AUX_NUMPAL";"NUMBER";"22"
"AUX_EXTRAER";"AUX_ALMACE";"VARCHAR2";"3"
"AUX_EXTRAER";"AUX_TIPOEX";"VARCHAR2";"2"
"AUX_EXTRAER";"AUX_SITEXT";"VARCHAR2";"2"
"AUX_EXTRAER";"AUX_NUMENT";"NUMBER";"22"
"AUX_EXTRAER";"AUX_PEDIDO";"VARCHAR2";"8"
"AUX_EXTRAER";"AUX_DIVPED";"VARCHAR2";"1"
"AUX_EXTRAER";"AUX_DEVCLI";"NUMBER";"22"
"AUX_EXTRAER";"AUX_CODMOV";"NUMBER";"22"
"AUX_EXTRAER";"AUX_FECEXT";"DATE";"7"
"AUX_INC_INTERFASES";"AUX_CODINT";"VARCHAR2";"3"
"AUX_INC_INTERFASES";"AUX_NOMBRE";"VARCHAR2";"40"
"AUX_INC_INTERFASES";"AUX_ESPERA";"NUMBER";"22"
"AUX_INC_INTERFASES";"AUX_LLEGAD";"NUMBER";"22"
"AUX_INC_INTERFASES";"AUX_INCIDE";"VARCHAR2";"2"
"AUX_INC_INTERFASES";"AUX_LITINC";"VARCHAR2";"40"
"AUX_INTERFASES";"AUX_CODINT";"VARCHAR2";"3"
"AUX_INTERFASES";"AUX_NOMBRE";"VARCHAR2";"40"
"AUX_INTERFASES";"AUX_ULTIMO";"NUMBER";"22"
"AUX_INTERFASES";"AUX_PROXIM";"NUMBER";"22"
"AUX_INTERFASES";"AUX_SITINT";"VARCHAR2";"2"
"AUX_LISTADOS";"ALT_CODIGO";"NUMBER";"22"
"AUX_LISTADOS";"ALT_PROCES";"VARCHAR2";"8"
"AUX_LISTADOS";"ALT_PARAMS";"VARCHAR2";"150"
"AUX_LISTADOS";"ALT_IMPRES";"VARCHAR2";"30"
"AUX_LISTADOS";"ALT_COPIAS";"NUMBER";"22"
"AUX_LISTADOS";"ALT_SITLIS";"VARCHAR2";"2"
"AUX_LISTADOS";"ALT_FECPET";"DATE";"7"
"AUX_LISTADOS_HIST";"ALI_CODIGO";"NUMBER";"22"
"AUX_LISTADOS_HIST";"ALI_PROCES";"VARCHAR2";"8"
"AUX_LISTADOS_HIST";"ALI_PARAMS";"VARCHAR2";"150"
"AUX_LISTADOS_HIST";"ALI_IMPRES";"VARCHAR2";"30"
"AUX_LISTADOS_HIST";"ALI_COPIAS";"NUMBER";"22"
"AUX_LISTADOS_HIST";"ALI_FECPET";"DATE";"7"
"AUX_LISTADOS_HIST";"ALI_FECINS";"DATE";"7"
"AUX_PALETAS";"APA_ALMACE";"VARCHAR2";"3"
"AUX_PALETAS";"APA_PASILL";"VARCHAR2";"3"
"AUX_PALETAS";"APA_COLUMN";"NUMBER";"22"
"AUX_PALETAS";"APA_ALTURA";"NUMBER";"22"
"AUX_PALETAS_SINCRO";"APS_NUMREG";"VARCHAR2";"6"
"AUX_PALETAS_SINCRO";"APS_NUMFIC";"VARCHAR2";"5"
"AUX_PALETAS_SINCRO";"APS_ALMACE";"VARCHAR2";"3"
"AUX_PALETAS_SINCRO";"APS_CODIGO";"VARCHAR2";"18"
"AUX_PALETAS_SINCRO";"APS_PROPIE";"VARCHAR2";"6"
"AUX_PALETAS_SINCRO";"APS_ARTICU";"VARCHAR2";"7"
"AUX_PALETAS_SINCRO";"APS_VARIA1";"VARCHAR2";"3"
"AUX_PALETAS_SINCRO";"APS_VARIA2";"VARCHAR2";"2"
"AUX_PALETAS_SINCRO";"APS_VARLOG";"VARCHAR2";"1"
"AUX_PALETAS_SINCRO";"APS_FECENT";"VARCHAR2";"14"
"AUX_PALETAS_SINCRO";"APS_STOCPA";"VARCHAR2";"9"
"AUX_PALETAS_SINCRO";"APS_PASILL";"VARCHAR2";"3"
"AUX_PALETAS_SINCRO";"APS_COLUMN";"VARCHAR2";"3"
"AUX_PALETAS_SINCRO";"APS_ALTURA";"VARCHAR2";"2"
"AUX_PALETAS_SINCRO";"APS_LOTEFA";"VARCHAR2";"15"
"AUX_PALETAS_SINCRO";"APS_TIPMOV";"VARCHAR2";"2"
"AUX_PALETAS_SINCRO";"APS_INDERR";"VARCHAR2";"1"
"AUX_PALETAS_SINCRO";"APS_MUELLE";"NUMBER";"22"
"AUX_PALETAS_SINCRO";"APS_LINFAB";"NUMBER";"22"
"AUX_PALETAS_SINCRO";"APS_MENSER";"VARCHAR2";"80"
"AUX_PALETAS_SINCRO";"APS_FORENT";"VARCHAR2";"1"
"AUX_PALETAS_SINCRO";"APS_FECINS";"DATE";"7"
"AUX_PALETAS_TRANSFOR";"APT_ALMACE";"VARCHAR2";"3"
"AUX_PALETAS_TRANSFOR";"APT_ESCAND";"VARCHAR2";"7"
"AUX_PALETAS_TRANSFOR";"APT_PALETA";"NUMBER";"22"
"AUX_PALETAS_TRANSFOR";"APT_CANTID";"NUMBER";"22"
"AUX_PALETAS_TRANSFOR";"APT_CANUTI";"NUMBER";"22"
"AUX_PALETAS_TRANSFOR";"APT_FEHOIN";"DATE";"7"
"AUX_PARAR_PROCESO";"APP_PROCES";"VARCHAR2";"10"
"AUX_REU_AUT";"AUX_ALMACE";"VARCHAR2";"3"
"AUX_REU_AUT";"AUX_ARTICU";"VARCHAR2";"7"
"AUX_REU_AUT";"AUX_VARIA1";"VARCHAR2";"3"
"AUX_REU_AUT";"AUX_VARIA2";"VARCHAR2";"2"
"AUX_REU_AUT";"AUX_VARLOG";"NUMBER";"22"
"AUX_REU_AUT";"AUX_NUMORD";"NUMBER";"22"
"AUX_REU_AUT";"AUX_FECPET";"DATE";"7"
"AUX_REU_AUT";"AUX_PROPIE";"NUMBER";"22"
"AUX_ROWIDS";"AUX_SESSION";"VARCHAR2";"20"
"AUX_ROWIDS";"AUX_ROWID";"ROWID";"10"
"AUX_RPP30200";"ALMACEN";"VARCHAR2";"3"
"AUX_RPP30200";"SECCION";"VARCHAR2";"2"
"AUX_RPP30200";"AREA";"VARCHAR2";"2"
"AUX_RPP30200";"ARTICULO";"VARCHAR2";"7"
"AUX_RPP30200";"VARIA1";"VARCHAR2";"3"
"AUX_RPP30200";"VARIA2";"VARCHAR2";"2"
"AUX_RPP30200";"VARLOG";"NUMBER";"22"
"AUX_RPP30200";"NUM_LIN";"NUMBER";"22"
"AUX_RPP30200";"UBIC_PICK";"VARCHAR2";"10"
"AUX_RPP30200";"UBIC_ALMA";"VARCHAR2";"10"
"AUX_RPP30200";"CAJAS";"NUMBER";"22"
"AUX_RPP30200";"PALETA";"NUMBER";"22"
"AUX_RPP30200";"PROPIE";"NUMBER";"22"
"AUX_SALPRPED";"AUX_PEDIDO";"VARCHAR2";"8"
"AUX_SALPRPED";"AUX_DIVPED";"VARCHAR2";"1"
"AUX_SALPRPED";"AUX_NUMCON";"NUMBER";"22"
"AUX_SALPRPED";"AUX_VOLMAX";"NUMBER";"22"
"AUX_SALPRPED";"AUX_PESMAX";"NUMBER";"22"
"AUX_SALPRPED";"AUX_FECSER";"DATE";"7"
"AUX_SALPRPED";"AUX_LINPED";"NUMBER";"22"
"AUX_SALPRPED";"AUX_CODRUT";"NUMBER";"22"
"AUX_SALPRPED";"AUX_ORDRUT";"NUMBER";"22"
"AUX_SALPRPED";"AUX_PESVAR";"VARCHAR2";"1"
"AUX_SALPRPED";"AUX_GRPROD";"VARCHAR2";"2"
"AUX_SALPRPED";"AUX_SGPROD";"VARCHAR2";"2"
"AUX_SALPRPED";"AUX_PASILL";"VARCHAR2";"3"
"AUX_SALPRPED";"AUX_COLUMN";"NUMBER";"22"
"AUX_SALPRPED";"AUX_ALTURA";"NUMBER";"22"
"AUX_SALPRPED";"AUX_ORDARE";"VARCHAR2";"1"
"AUX_SALPRPED";"AUX_ORDPAS";"VARCHAR2";"1"
"AUX_SALPRPED";"AUX_TIPCON";"VARCHAR2";"2"
"AUX_SALPRPED";"AUX_CODLIN";"NUMBER";"22"
"AUX_SALPRPED";"AUX_ALMACE";"VARCHAR2";"3"
"AUX_SALPRPED";"AUX_SECCIO";"VARCHAR2";"2"
"AUX_SALPRPED";"AUX_AREPIC";"VARCHAR2";"2"
"AUX_SALPRPED";"AUX_EXCLUS";"VARCHAR2";"1"
"AUX_SALPRPED";"AUX_ARTICU";"VARCHAR2";"7"
"AUX_SALPRPED";"AUX_VARIA1";"VARCHAR2";"3"
"AUX_SALPRPED";"AUX_VARIA2";"VARCHAR2";"2"
"AUX_SALPRPED";"AUX_VARLOG";"NUMBER";"22"
"AUX_SALPRPED";"AUX_INDPES";"VARCHAR2";"1"
"AUX_SALPRPED";"AUX_FORVEN";"VARCHAR2";"1"
"AUX_SALPRPED";"AUX_UNICAJ";"NUMBER";"22"
"AUX_SALPRPED";"AUX_UNIRET";"NUMBER";"22"
"AUX_SALPRPED";"AUX_VOLART";"NUMBER";"22"
"AUX_SALPRPED";"AUX_PESART";"NUMBER";"22"
"AUX_SALPRPED";"AUX_CANTID";"NUMBER";"22"
"AUX_SALPRPED";"AUX_CANORD";"NUMBER";"22"
"AUX_SALPRPED";"AUX_PROPIE";"NUMBER";"22"
"AUX_SALPRPED_LIN";"AUX_SESION";"VARCHAR2";"20"
"AUX_SALPRPED_LIN";"AUX_PEDIDO";"VARCHAR2";"8"
"AUX_SALPRPED_LIN";"AUX_DIVPED";"VARCHAR2";"1"
"AUX_SALPRPED_LIN";"AUX_CODLIN";"NUMBER";"22"
"AUX_SIMUL_HMRC";"ASH_ALMACE";"VARCHAR2";"3"
"AUX_SIMUL_HMRC";"ASH_PASILL";"VARCHAR2";"3"
"AUX_SIMUL_HMRC";"ASH_COLUMN";"VARCHAR2";"3"
"AUX_SIMUL_HMRC";"ASH_ALTURA";"NUMBER";"22"
"AUX_SINCROSTO";"ASS_NUMREG";"NUMBER";"22"
"AUX_SINCROSTO";"ASS_CODPAL";"NUMBER";"22"
"AUX_SINCROSTO";"ASS_STOCPA";"NUMBER";"22"
"AUX_SINCROSTO";"ASS_UNICAJ";"NUMBER";"22"
"AUX_SINCROSTO";"ASS_SITLOG";"VARCHAR2";"2"
"AUX_SINCROSTO";"ASS_FECFAB";"DATE";"7"
"AUX_SINCROSTO";"ASS_FECCAD";"DATE";"7"
"AUX_SINCROSTO";"ASS_CDUN14";"NUMBER";"22"
"AUX_SINCROSTO";"ASS_LOTEFA";"VARCHAR2";"15"
"AUX_SINCROSTO";"ASS_CODART";"VARCHAR2";"7"
"AUX_SINCROSTO";"ASS_VARIA1";"VARCHAR2";"3"
"AUX_SINCROSTO";"ASS_VARIA2";"VARCHAR2";"2"
"AUX_SINCROSTO";"ASS_VARLOG";"NUMBER";"22"
"AUX_SINCROSTO";"ASS_CODALM";"VARCHAR2";"3"
"AUX_SINCROSTO";"ASS_INSTAL";"VARCHAR2";"2"
"AUX_SINCROSTO";"ASS_MUELLE";"NUMBER";"22"
"AUX_SINCROSTO";"ASS_PASILLO";"VARCHAR2";"3"
"AUX_SINCROSTO";"ASS_LINFAB";"NUMBER";"22"
"AUX_SINCROSTO";"ASS_SITFIS";"VARCHAR2";"2"
"AUX_SINCROSTO";"ASS_OPERARIO";"NUMBER";"22"
"AUX_SINCROSTO";"ASS_FECENT";"DATE";"7"
"AUX_SINCROSTO";"ASS_CODOFP";"VARCHAR2";"8"
"AUX_SINCROSTO";"ASS_CODPEN";"VARCHAR2";"8"
"AUX_SINCROSTO";"ASS_CODPSA";"VARCHAR2";"8"
"AUX_SINCROSTO";"ASS_CODDIV";"VARCHAR2";"1"
"AUX_SINCROSTO";"ASS_PICKIN";"VARCHAR2";"1"
"AUX_SINCROSTO";"ASS_COMPLETO";"NUMBER";"22"
"AUX_SINCROSTO";"ASS_FECERR";"DATE";"7"
"AUX_SINCROSTO";"ASS_LITINC";"VARCHAR2";"120"
"AUX_SINCROSTO";"ASS_FECMVT";"DATE";"7"
"AUX_SINCROSTO";"ASS_ALBARA";"VARCHAR2";"17"
"AUX_SINCROSTO_CAMARAS";"ASS_NUMREG";"NUMBER";"22"
"AUX_SINCROSTO_CAMARAS";"ASS_CODPAL";"NUMBER";"22"
"AUX_SINCROSTO_CAMARAS";"ASS_STOCPA";"NUMBER";"22"
"AUX_SINCROSTO_CAMARAS";"ASS_UNICAJ";"NUMBER";"22"
"AUX_SINCROSTO_CAMARAS";"ASS_SITLOG";"VARCHAR2";"2"
"AUX_SINCROSTO_CAMARAS";"ASS_FECFAB";"DATE";"7"
"AUX_SINCROSTO_CAMARAS";"ASS_FECCAD";"DATE";"7"
"AUX_SINCROSTO_CAMARAS";"ASS_CDUN14";"NUMBER";"22"
"AUX_SINCROSTO_CAMARAS";"ASS_LOTEFA";"VARCHAR2";"15"
"AUX_SINCROSTO_CAMARAS";"ASS_CODART";"VARCHAR2";"7"
"AUX_SINCROSTO_CAMARAS";"ASS_VARIA1";"VARCHAR2";"3"
"AUX_SINCROSTO_CAMARAS";"ASS_VARIA2";"VARCHAR2";"2"
"AUX_SINCROSTO_CAMARAS";"ASS_VARLOG";"NUMBER";"22"
"AUX_SINCROSTO_CAMARAS";"ASS_CODALM";"VARCHAR2";"3"
"AUX_SINCROSTO_CAMARAS";"ASS_INSTAL";"VARCHAR2";"2"
"AUX_SINCROSTO_CAMARAS";"ASS_MUELLE";"NUMBER";"22"
"AUX_SINCROSTO_CAMARAS";"ASS_PASILLO";"VARCHAR2";"3"
"AUX_SINCROSTO_CAMARAS";"ASS_LINFAB";"NUMBER";"22"
"AUX_SINCROSTO_CAMARAS";"ASS_SITFIS";"VARCHAR2";"2"
"AUX_SINCROSTO_CAMARAS";"ASS_OPERARIO";"NUMBER";"22"
"AUX_SINCROSTO_CAMARAS";"ASS_FECENT";"DATE";"7"
"AUX_SINCROSTO_CAMARAS";"ASS_CODOFP";"VARCHAR2";"8"
"AUX_SINCROSTO_CAMARAS";"ASS_CODPEN";"VARCHAR2";"8"
"AUX_SINCROSTO_CAMARAS";"ASS_CODPSA";"VARCHAR2";"8"
"AUX_SINCROSTO_CAMARAS";"ASS_CODDIV";"VARCHAR2";"1"
"AUX_SINCROSTO_CAMARAS";"ASS_PICKIN";"VARCHAR2";"1"
"AUX_SINCROSTO_CAMARAS";"ASS_COMPLETO";"NUMBER";"22"
"AUX_SINCROSTO_CAMARAS";"ASS_FECERR";"DATE";"7"
"AUX_SINCROSTO_CAMARAS";"ASS_LITINC";"VARCHAR2";"120"
"AUX_SINCROSTO_CAMARAS";"ASS_FECMVT";"DATE";"7"
"AUX_SPOOL";"ASP_IMPRES";"VARCHAR2";"30"
"AUX_SPOOL";"ASP_SITSPO";"VARCHAR2";"2"
"AUX_SPOOL";"ASP_FECINI";"DATE";"7"
"AUX_TRANSFOR";"ATR_CODIGO";"VARCHAR2";"7"
"AUX_TRANSFOR";"ATR_ALMACE";"VARCHAR2";"3"
"AUX_TRANSFOR";"ATR_ESCAND";"VARCHAR2";"7"
"AUX_TRANSFOR";"ATR_ARTICU";"VARCHAR2";"7"
"AUX_TRANSFOR";"ATR_VARIA1";"VARCHAR2";"3"
"AUX_TRANSFOR";"ATR_VARIA2";"VARCHAR2";"2"
"AUX_TRANSFOR";"ATR_VARLOG";"NUMBER";"22"
"AUX_TRANSFOR";"ATR_CANTID";"NUMBER";"22"
"AUX_TRANSFOR";"ATR_CANPRE";"NUMBER";"22"
"AUX_TRANSFOR";"ATR_INDART";"VARCHAR2";"1"
"AUX_TRANSFOR";"ATR_PROPIE";"NUMBER";"22"
"AUX_TRANSFOR_DETALLE";"ATD_CODIGO";"VARCHAR2";"7"
"AUX_TRANSFOR_DETALLE";"ATD_ALMACE";"VARCHAR2";"3"
"AUX_TRANSFOR_DETALLE";"ATD_ESCAND";"VARCHAR2";"7"
"AUX_TRANSFOR_DETALLE";"ATD_ARTICU";"VARCHAR2";"7"
"AUX_TRANSFOR_DETALLE";"ATD_VARIA1";"VARCHAR2";"3"
"AUX_TRANSFOR_DETALLE";"ATD_VARIA2";"VARCHAR2";"2"
"AUX_TRANSFOR_DETALLE";"ATD_VARLOG";"NUMBER";"22"
"AUX_TRANSFOR_DETALLE";"ATD_INDART";"VARCHAR2";"1"
"AUX_TRANSFOR_DETALLE";"ATD_PALETA";"NUMBER";"22"
"AUX_TRANSFOR_DETALLE";"ATD_CANTID";"NUMBER";"22"
"AUX_TRANSFOR_DETALLE";"ATD_PROPIE";"NUMBER";"22"
"AUX_UBIC";"AUB_ALMACE";"VARCHAR2";"3"
"AUX_UBIC";"AUB_ARTICU";"VARCHAR2";"7"
"AUX_UBIC";"AUB_VARIA1";"VARCHAR2";"3"
"AUX_UBIC";"AUB_VARIA2";"VARCHAR2";"2"
"AUX_UBIC";"AUB_VARLOG";"NUMBER";"22"
"AUX_UBIC";"AUB_PASILL";"VARCHAR2";"3"
"AUX_UBIC";"AUB_COLUMN";"NUMBER";"22"
"AUX_UBIC";"AUB_ALTURA";"NUMBER";"22"
"AUX_UBIC";"AUB_PASOLD";"VARCHAR2";"3"
"AUX_UBIC";"AUB_COLOLD";"NUMBER";"22"
"AUX_UBIC";"AUB_ALTOLD";"NUMBER";"22"
"AUX_UBIC";"AUB_PROPIE";"NUMBER";"22"
"AUX_UBIC_PAL";"AUP_OLDALM";"VARCHAR2";"3"
"AUX_UBIC_PAL";"AUP_OLDPAS";"VARCHAR2";"3"
"AUX_UBIC_PAL";"AUP_OLDCOL";"NUMBER";"22"
"AUX_UBIC_PAL";"AUP_OLDALT";"NUMBER";"22"
"AUX_UBIC_PAL";"AUP_NEWALM";"VARCHAR2";"3"
"AUX_UBIC_PAL";"AUP_NEWPAS";"VARCHAR2";"3"
"AUX_UBIC_PAL";"AUP_NEWCOL";"NUMBER";"22"
"AUX_UBIC_PAL";"AUP_NEWALT";"NUMBER";"22"
"AUX_UBIC_PICKING";"UPI_ALMACE";"VARCHAR2";"3"
"AUX_UBIC_PICKING";"UPI_PASILL";"VARCHAR2";"3"
"AUX_UBIC_PICKING";"UPI_COLUMN";"NUMBER";"22"
"AUX_UBIC_PICKING";"UPI_ALTURA";"NUMBER";"22"
"AUX_UBIC_PICKING";"UPI_SECCIO";"VARCHAR2";"2"
"AUX_UBIC_PICKING";"UPI_AREENT";"VARCHAR2";"2"
